id|title|description|image_​​link|link|availability|brand|condition|price
airedale-classic|"Wharfedale Airedale Heritage Classic"|"<p>Airedale arv beh&ouml;ll en stor del av den ursprungliga designfilosofin och f&ouml;ljer trov&auml;rdigt den sexkantiga formen av originalet och den upp&aring;triktade diskanten. Airedale Heritage s&auml;kerst&auml;llde en h&ouml;gtalare som aldrig kommer att misslyckas med att uppn&aring; h&ouml;gsta prestanda - en gl&auml;dje att se nu och f&ouml;r kommande generationer.</p>"|https://hifi-freaks.no/media/catalog/product/a/i/airedaleclassic.jpg|https://hifi-freaks.no/wharfedale-airedale-heritage-classic.html|"in stock"|Wharfedale|new|229999.0000
"Mission MX-3"|"Mission MX3"|"<p><span style=""font-size: medium;"">Mission MX-3 er en elegant gulvh&oslash;yttaler i et slankt skall som lett vil passe inn i vanlig innredning uten at den skjemmer ut resten av innredningen. Den gir en fyldig og presis lyd som gj&oslash;r musikken levende p&aring; en sv&aelig;rt forn&oslash;yelig m&aring;te!</span></p>
<p><span style=""font-size: medium;"">MX-3 er en toveis h&oslash;yttaler med 2 x 5&rdquo; bass/mellomregister og en 1&rdquo; soft dome-diskant.</span></p>
<p><span style=""font-size: medium;"">Missions lydingeni&oslash;rer har designet MX-3 for et vanlig lytterom. De er derfor stilt inn slik at de h&oslash;res bra ut selv om de plasseres n&aelig;r en vegg eller i et hj&oslash;rne. Dette gir deg en enorm frihet med plasseringen.</span></p>
<p><span style=""font-size: medium;"">Man har brukt de samme typene av bass- og diskantenheter som i den fremgangsrike bokhylleh&oslash;yttaleren MX-1. MX-3 gir deg bokhylleh&oslash;yttalerens luftige og eksakte lyd kombinert med gulvh&oslash;yttalerens varme og dypere bass.</span></p>
<p><span style=""font-size: medium;"">MX-3 er en perfekt h&oslash;yttaler for et budsjettvennlig hi-fi-anlegg eller hjemmekino. Her kan du forvente deg mer enn det du betaler for.</span></p>"|https://hifi-freaks.no/media/catalog/product/t/o/top_missionmx3.jpg|https://hifi-freaks.no/mission-mx3.html|"in stock"|Mission|new|3699.0000
mission-lx-3|"Mission LX-3"|"<p><span style=""font-size: medium;"">LX-3 &auml;r en mycket diskret men &auml;nd&aring; mycket kraftfull golvh&ouml;gtalare som l&auml;tt kan spela upp ett mindre vardagsrum p&aring; ett &ouml;vertygande s&auml;tt.</span></p>
<p><span style=""font-size: medium;"">&nbsp;</span></p>
<p><span style=""font-size: medium;"">LX-3 &auml;r en tv&aring;-v&auml;gs h&ouml;gtalare som kombinerar en 25mm stor Mission-diskant med tv&aring; mellanregister/bash&ouml;gtalare. LX-3 placerar diskanten mellan de tv&aring; i en 'D'Appolito' konfiguration, i st&auml;llet f&ouml;r ovanp&aring; b&aring;da enheterna, som &auml;r det konventionella s&auml;ttet i LX1 och LX2. Detta har visat sig vara anv&auml;ndbart f&ouml;r att skapa en otroligt homogen och total lyssnarupplevelse.</span></p>
<p><span style=""font-size: medium;"">&nbsp;</span></p>
<p><span style=""font-size: medium;"">En robust MDF-stag p&aring; insidan g&ouml;r sk&aring;pet extremt styvt.</span></p>
<p><span style=""font-size: medium;"">&nbsp;</span></p>
<p><span style=""font-size: medium;"">Mission har genom en s&aring; kallad CAD-analys tagit fram ett sk&aring;p som &auml;r ytterst resonansd&ouml;tt och som d&auml;rf&ouml;r bidrar enormt till h&ouml;gtalarens prestanda. Andra element s&aring;som crossover, finjustering, etc. ligger p&aring; en extremt h&ouml;g niv&aring;. LX-serien har redan vunnit flera utm&auml;rkelser f&ouml;r b&auml;sta h&ouml;gtalare till priset i olika tidskrifter.</span></p>
<p><span style=""font-size: medium;"">&nbsp;</span></p>
<p><span style=""font-size: medium;"">Crossover och finjustering &auml;r ocks&aring; genomf&ouml;rda in i minsta detalj!</span></p>
<p><span style=""font-size: medium;"">Inst&auml;llningen ger ett exakt stereoperspektiv rakt framifr&aring;n men &auml;ven ett bra ljud utan ""perfekt milj&ouml;"". All finjustering har gjorts i byggandet av crossover, d&auml;r Mission har f&aring; men bra och effektiva komponenter. Internt anv&auml;nds ocks&aring; kabel av h&ouml;g kvalitet.</span></p>
<p><span style=""font-size: medium;"">&nbsp;</span></p>
<p><span style=""font-size: medium;"">LX-3 &auml;r en smart, praktisk och prisv&auml;rd h&ouml;gtalare med ett skarp, klassiskt och modernt utseende, i &ouml;verensst&auml;mmelse med Missions vanliga designfokus. Framf&ouml;r allt kommunicerar de musik med engagerande energi och detaljer som levandeg&ouml;r konstn&auml;ren med all den dynamik och finess du kan f&ouml;rv&auml;nta dig av Missions h&ouml;gtalare.</span></p>"|https://hifi-freaks.no/media/catalog/product/l/x/lx3.jpg|https://hifi-freaks.no/mission-lx-3.html|"in stock"|Mission|new|4499.0000
Audiolab6000A-Svart|"Audiolab 6000A-Svart"|"Audiolab 6000A"||https://hifi-freaks.no/audiolab-6000a-svart.html|"in stock"|Audiolab|new|6399.0000
8300a-black|"Audiolab 8300A"|"<p><span style=""font-size: medium;"">Audiolab 8300A er en elegant og flott konstruert, integrert forsterker som leverer 2 x 70 watt i ohm.</span></p>
<p><span style=""font-size: medium;"">Fem linjeinnganger, en phono-inngang, en balansert XLR-inngang og en direkte inngang for &aring; kunne bruke 8300A som en effektforsterker gir deg en stor variasjon av tilkoblingsalternativer. To pre-utganger kan kobles til en effektforsterker for dobbeltforsterkning, mens to sett med h&oslash;yttalerterminaler parallelt, enkelt, kan h&aring;ndtere h&oslash;yttalere med doble kabler. </span></p>
<p><span style=""font-size: medium;"">En stor, kraftig og flott integrert forsterker fra Audiolab.</span></p>"|https://hifi-freaks.no/media/catalog/product/8/3/8300a-front_1.jpg|https://hifi-freaks.no/8300a.html|"in stock"|Audiolab|new|13399.0000
8300mb-black|"Audiolab 8300MB"|"<p><span><span style=""font-size: medium;"">8300MB er en ren kraftpakke i en liten st&oslash;rrelse. 8300MB leverer 250 watt i ohm med en ren, balansert forsterkning. 8300MB har store reserver og driver selv de kraftigste h&oslash;yttalerne overlegent! 8300MB er fullstendig balansert, noe som gj&oslash;r den til en perfekt match med enten 8300CD eller M-DAC.</span></span></p>"|https://hifi-freaks.no/media/catalog/product/3/5/35358_3_.jpg|https://hifi-freaks.no/audiolab-8300mb.html|"in stock"|Audiolab|new|12999.0000
audiolab-mone|"Audiolab M-ONE"|"<p><span style=""font-size: medium;"">Audiolab M-ONE er en kompakt integrert forsterker og det nyeste medlemmet i M-DAC-familien. Samtidig som vi utnytter v&aring;r anerkjente DAC- og forsterkningsteknologi i &eacute;n bitte liten boks, sikrer en rekke analoge og digitale tilkoblinger, aptX Bluetooth og USB at du f&aring;r en spennende lydopplevelse med en oppl&oslash;sning p&aring; opptil 384 KHz.</span></p>
<p><span style=""font-size: medium;"">&nbsp;</span></p>
<p><span style=""font-size: medium;""><strong>En forsterker for moderne musikkelskere</strong></span></p>
<p><span style=""font-size: medium;"">P&aring; utsiden er M-ONE nesten identisk med M-DAC+, Audiolabs flaggskip innen DAC-komponenter. Den har det samme kompakte aluminiumskabinettet og er liten nok til &aring; kunne st&aring; diskr&eacute; plassert p&aring; et skrivebord, bord eller en hylle, med den samme OLED-skjermen og det samme elegante dobbeltrotasjonssystemet. Men mens frittst&aring;ende DAC-er krever en egen effektforsterker for &aring; kunne drive et par h&oslash;yttalere, har M-ONE i dette lille kabinettet plass til stereoeffektforsterkning av passende h&oslash;y kvalitet samt forforsterkning for b&aring;de analoge og digitale kilder.</span></p>
<p><span style=""font-size: medium;"">&nbsp;</span></p>
<p><span style=""font-size: medium;""><strong>N&aring; over til DACs magi</strong></span></p>
<p><span style=""font-size: medium;"">M-ONEs DAC-del er utstyrt for &aring; kunne bearbeide PCM-lyddata p&aring; opptil 32 bits / 384 KHz via USB, noe som gj&oslash;r at M-ONE er forsterket for &aring; kunne dra full nytte av digital lyd med h&oslash;y oppl&oslash;sning b&aring;de n&aring; og i fremtiden. USB-inngangen st&oslash;tter ogs&aring; DSD-filer (det digitale lydsystemet som opprinnelig ble utviklet for Super Audio CD), noe som gir kompatibilitet med DSD64, DSD128 og DSD256 &ndash; en betydelig integrasjon, ettersom DSD spiller en viktig rolle p&aring; den kommende h&oslash;yoppl&oslash;selige lydscenen.</span></p>
<p><span style=""font-size: medium;"">&nbsp;</span></p>
<p><span style=""font-size: medium;""><strong>Filter for alle slags musikkilder</strong></span></p>
<p><span style=""font-size: medium;"">For &aring; f&aring; mest mulig ut av Audiolab M-ONEs avanserte lydbehandling, inng&aring;r en rekke filtre som kan justeres av brukeren for &aring; finjustere lyden fra digitale kilder etter egen smak. Et utvalg av tre PCM-filtre og fire DSD-enheter tilbyr lydjusteringsalternativer for &aring; kunne ivareta varierende lydkvalitet fra ulike digitale nedlastingsfiltyper og kilder.</span></p>
<p><span style=""font-size: medium;"">&nbsp;</span></p>
<p><span style=""font-size: medium;""><strong>I&rsquo;ve Got The Power</strong></span></p>
<p><span style=""font-size: medium;"">Forforsterkerdelen kombinerer minimalistisk design med komponenter av h&oslash;y kvalitet, noe som garanterer en kort, direkte signalvei for &aring; bevare renheten i lyden. Volumet styres digitalt i det analoge domenet og mater direkte ut til klasse AB-effektforsterkeren, noe som gir en effekt p&aring; 40 W per kanal til 8 ohm &ndash; kraftig nok til &aring; f&aring; effektive, moderne h&oslash;yttalere til &aring; fylle et rom uten den minste anstrengelse.</span></p>
<p><span style=""font-size: medium;"">&nbsp;</span></p>
<p><span style=""font-size: medium;"">En st&oslash;ysvak, line&aelig;r str&oslash;mforsyning mater alle kretser fra DAC-en til effektforsterkeren, med en skjermet, presis toroidformet transformator og flere str&oslash;mforsyningsdeler for &aring; minimere kryssinterferensen. Denne kompromissl&oslash;se kretsdesignen muliggj&oslash;r et &aring;pent og kraftig oppskalert lydniv&aring; med skarpe detaljer og raske, presist definerte musikalske overganger. N&aring;r den brukes med h&oslash;yttalere av egnet kvalitet, overg&aring;r M-ONEs ytelse sin minimale st&oslash;rrelse.</span></p>
<p><span style=""font-size: medium;"">&nbsp;</span></p>
<p><span style=""font-size: medium;"">Foruten hovedstr&oslash;msforsterkningstrinnet, har M-ONE den samme hodetelefonforsterkeren av h&oslash;y kvalitet som finnes i M-DAC og M-DAC+, noe som gj&oslash;r at den er like godt egnet til hodetelefoner som til h&oslash;yttalere.</span></p>"|https://hifi-freaks.no/media/catalog/product/m/-/m-one_20160718143953_576.jpg|https://hifi-freaks.no/audiolab-mone.html|"in stock"|Audiolab|new|10999.0000
QUAD-elite-QMP|"QUAD Elite QMP"|"<p><span style=""font-size: medium;"">Elite QMP &auml;r en biprodukt av den tidigare 909 Mono med f&ouml;rb&auml;ttringar som &auml;r tydligt m&auml;rkbara i f&ouml;rst&auml;rkarkonstruktion och kretsar, och kan &auml;ven producera en precist balanserad XLR. Den nya Elite QMP inneh&aring;ller nu ""Current Dumping"" som m&ouml;jligg&ouml;r en renare, mer m&aring;ngsidig prestanda.</span></p>
<p>&nbsp;</p>
<p><strong><span style=""font-size: large;"">En musikalisk upplevelse</span></strong></p>
<p><span style=""font-size: medium;"">Varje Elite-komponent har utformats f&ouml;r att ge b&auml;sta m&ouml;jliga anv&auml;ndarupplevelse. Konstruktionen &auml;r solid, kontrollerna &auml;r l&auml;tta att anv&auml;nda och ljudet &auml;r noga avst&auml;mt f&ouml;r att maximera musikalisk njutning. Den naturliga, obesv&auml;rade soniska skalan, takten och dynamiken som gjorde 99-serien s&aring; h&ouml;gt rankad f&ouml;rblir intakt, genomsyrad av &auml;nnu st&ouml;rre beslutsamhet f&ouml;r att kunna leverera den mest f&auml;ngslande musikaliska prestanda, samtidigt som den uppr&auml;tth&aring;ller ett mycket konkurrenskraftigt pris i hela sortimanget. Quad-produkter har alltid f&ouml;rst och fr&auml;mst handlat om den musikaliska upplevelsen, och det har aldrig kommit till tydligare uttryck &auml;n genom den nya Elite-seriens prestation.</span></p>
<p>&nbsp;</p>
<p><strong><span style=""font-size: large;"">Precision och klarhet</span></strong></p>
<p><span style=""font-size: medium;"">Med hj&auml;lp av audiophile-klassiga komponenter, h&ouml;gspecificerade transformatorer, flerskiktskretsar och den mest avancerade mjukvaran som finns, bygger konstruktionen p&aring; klassiskt Quad-ljud med precision och klarhet.</span></p>
<p><span style=""font-size: medium;"">Den &auml;r inkapslad i ett modernt aluminiumsk&aring;p byggt med h&ouml;gklassig legering och med finish i djup gr&aring;tt med en matt svart frontpanel, och Elite forts&auml;tter d&auml;rmed med Quads dj&auml;rva men eleganta signatur-estetik.</span></p>
<p>&nbsp;</p>
<p><strong><span style=""font-size: large;"">Current Dumping-topologi</span></strong></p>
<p><span style=""font-size: medium;"">Quads mest v&auml;rdefulla genombrott &auml;r fortfarande den metod som eliminerar problem som &auml;r kopplade till transistorf&ouml;rst&auml;rkare, och som ger en stabil prestanda och eliminerar behovet av finjustering under produktionen, k&auml;nd som Current Dumping och som f&ouml;rekommer i Elite QSP och QMP-modellerna.</span></p>
<p><span style=""font-size: medium;"">Den nuvarande dumpningstekniken har en mycket h&ouml;gkvalitativ l&aring;g effektf&ouml;rst&auml;rkare och en mycket h&ouml;g effektf&ouml;rst&auml;rkare. Den f&ouml;rra skickar en signal f&ouml;r att kompensera f&ouml;r fel mellan ing&aring;ngssignalen och signalmatningen till h&ouml;gtalarna, medan den senare alltid styr h&ouml;gtalarna och ger str&ouml;mmen som genererar ljudet.</span></p>"|https://hifi-freaks.no/media/catalog/product/e/l/elite-qmp_20150331114735_58.jpg|https://hifi-freaks.no/quad-elite-qmp.html|"in stock"|Quad|new|13999.0000
quad-elite-qsp|"QUAD Elite QSP"|"<p><span style=""font-size: medium;"">Elite QSP vidareutvecklar Quads klassiska Current Cumping-formel genom att utnyttja moderna audiophile-principer fullt ut. Omfattande forskning i screeningstekniker s&auml; kerst&auml;ller optimal kontroll &ouml;ver crosstalk och magnetf&auml;ltens fl&ouml;de. Nya PCB-layouter, sk&auml;rmade signalv&auml;gar, skr&auml;ddarsydda transformatorer och sk&auml;rmning f&ouml;r att skydda f&ouml;rst&auml;rkarkorten fr&aring;n eln&auml;tet bidrar alla till en &ouml;vergripande design som ger en ren prestanda och ett f&ouml;rtr&auml;ffligt dynamiskt intervall.</span></p>
<p>&nbsp;</p>
<p><span style=""font-size: medium;"">Trots sin relativt kompakta storlek kan Elite QSP bjuda p&aring; stor kraft -140W per kanal till 8 ohm och 250W i en 4ohm last, vilket garanterar att alla h&ouml;gtalare kan drivas med l&auml;tthet, inklusive Quads klassiska ESL elektrostatiska design. Med extra kraft och str&ouml;m &auml;r nettoresultatet den ultimata klass A-f&ouml;rst&auml;rkaren, kombinerad med de b&auml;sta klass AB designgrepp och kontroll. Enkel, solid och elegant p&aring; utsidan och dj&auml;vulsk smart inuti - Elite QSP bibeh&aring;ller Quads traditionella plats i framkanten av modern f&ouml;rst&auml;rkardesign</span>.</p>
<p>&nbsp;</p>
<p><strong><span style=""font-size: large;"">En musikalisk upplevelse</span></strong></p>
<p><span style=""font-size: medium;"">Varje Elite-komponent har utformats f&ouml;r att ge b&auml;sta m&ouml;jliga anv&auml;ndarupplevelse. Konstruktionen &auml;r solid, kontrollerna &auml;r l&auml;tta att anv&auml;nda och ljudet &auml;r noga avst&auml;mt f&ouml;r att maximera musikalisk njutning. Den naturliga, obesv&auml;rade soniska skalan, takten och dynamiken som gjorde 99-serien s&aring; h&ouml;gt rankad f&ouml;rblir intakt, genomsyrad av &auml;nnu st&ouml;rre beslutsamhet f&ouml;r att kunna leverera den mest f&auml;ngslande musikaliska prestanda, samtidigt som den uppr&auml;tth&aring;ller ett mycket konkurrenskraftigt pris i hela sortimanget. Quad-produkter har alltid f&ouml;rst och fr&auml;mst handlat om den musikaliska upplevelsen, och det har aldrig kommit till tydligare uttryck &auml;n genom den nya Elite-seriens prestation.</span></p>
<p>&nbsp;</p>
<p><strong><span style=""font-size: large;"">Precision och klarhet</span></strong></p>
<p><span style=""font-size: medium;"">Med hj&auml;lp av audiophile-klassiga komponenter, h&ouml;gspecificerade transformatorer, flerskiktskretsar och den mest avancerade mjukvaran som finns, bygger konstruktionen p&aring; klassiskt Quad-ljud med precision och klarhet.</span></p>
<p><span style=""font-size: medium;"">Den &auml;r inkapslad i ett modernt aluminiumsk&aring;p byggt med h&ouml;gklassig legering och med finish i djup gr&aring;tt med en matt svart frontpanel, och Elite forts&auml;tter d&auml;rmed med Quads dj&auml;rva men eleganta signatur-estetik.</span></p>
<p><span style=""font-size: medium;"">&nbsp;</span></p>
<p><strong><span style=""font-size: large;"">Current Dumping-topologi</span></strong></p>
<p><span style=""font-size: medium;"">Quads mest v&auml;rdefulla genombrott &auml;r fortfarande den metod som eliminerar problem som &auml;r kopplade till transistorf&ouml;rst&auml;rkare, och som ger en stabil prestanda och eliminerar behovet av finjustering under produktionen, k&auml;nd som Current Dumping och som f&ouml;rekommer i Elite QSP och QMP-modellerna.</span></p>
<p><span style=""font-size: medium;"">Den nuvarande dumpningstekniken har en mycket h&ouml;gkvalitativ l&aring;g effektf&ouml;rst&auml;rkare och en mycket h&ouml;g effektf&ouml;rst&auml;rkare. Den f&ouml;rra skickar en signal f&ouml;r att kompensera f&ouml;r fel mellan ing&aring;ngssignalen och signalmatningen till h&ouml;gtalarna, medan den senare alltid styr h&ouml;gtalarna och ger str&ouml;mmen som genererar ljudet.</span></p>"|https://hifi-freaks.no/media/catalog/product/e/l/elite-qsp_20150331113932_55.jpg|https://hifi-freaks.no/quad-elite-qsp.html|"in stock"|Quad|new|13999.0000
quad-elite-pre|"QUAD Elite Pre"|"<p><span style=""font-size: medium;"">Genom noggrant komponentval och omjustering av signalv&auml;gen har Elite Pre ytterligare f&ouml;rb&auml;ttrat den musikaliska transparens som levererades av sin f&ouml;reg&aring;ngare i 99-serien. Tillsammans med uppdateringarna har Quad fortfarande beh&aring;llit sina avancerade funktioner, inklusive QUADLINK och AMPBUS-anslutningen. Dessa funktioner g&ouml;r att anv&auml;ndaren kan ansluta ett n&auml;stan obegr&auml;nsat antal k&auml;llor med optimal synkronisering. Medan den har flexibla ing&aring;ngar, inklusive phono MM/MC-kompatibilitet, &auml;r flexibiliteten &auml;ven anpassad till tonstyrningsjusteringar, st&ouml;rningsfri solid-state digital v&auml;xling och digitalt adresserad analog volym och balanskontroll.</span></p>
<p>&nbsp;</p>
<p><strong><span style=""font-size: large;"">En musikalisk upplevelse</span></strong></p>
<p><span style=""font-size: medium;"">Varje Elite-komponent har utformats f&ouml;r att ge b&auml;sta m&ouml;jliga anv&auml;ndarupplevelse. Konstruktionen &auml;r solid, kontrollerna &auml;r l&auml;tta att anv&auml;nda och ljudet &auml;r noga avst&auml;mt f&ouml;r att maximera musikalisk njutning. Den naturliga, obesv&auml;rade soniska skalan, takten och dynamiken som gjorde 99-serien s&aring; h&ouml;gt rankad f&ouml;rblir intakt, genomsyrad av &auml;nnu st&ouml;rre beslutsamhet f&ouml;r att kunna leverera den mest f&auml;ngslande musikaliska prestanda, samtidigt som den uppr&auml;tth&aring;ller ett mycket konkurrenskraftigt pris i hela sortimanget. Quad-produkter har alltid f&ouml;rst och fr&auml;mst handlat om den musikaliska upplevelsen, och det har aldrig kommit till tydligare uttryck &auml;n genom den nya Elite-seriens prestation.</span></p>
<p>&nbsp;</p>
<p>&nbsp;<strong><span style=""font-size: large;"">Precision och klarhet</span></strong></p>
<p><span style=""font-size: medium;"">Med hj&auml;lp av audiophile-klassiga komponenter, h&ouml;gspecificerade transformatorer, flerskiktskretsar och den mest avancerade mjukvaran som finns, bygger konstruktionen p&aring; klassiskt Quad-ljud med precision och klarhet.</span></p>
<p><span style=""font-size: medium;"">Den &auml;r inkapslad i ett modernt aluminiumsk&aring;p byggt med h&ouml;gklassig legering och med finish i djup gr&aring;tt med en matt svart frontpanel, och Elite forts&auml;tter d&auml;rmed med Quads dj&auml;rva men eleganta signatur-estetik.</span></p>
<div class=""product_category_banner_content1 desktop_content"">
<div class=""align_content_right"">
<div><span style=""font-size: medium;"">&nbsp;</span></div>
</div>
<div><span style=""font-size: medium;"">&nbsp;</span></div>
</div>
<div class=""product_category_banner_content2 desktop_content""><span style=""font-size: medium;"">&nbsp;</span></div>"|https://hifi-freaks.no/media/catalog/product/e/l/elite-pre_20150331113244_51.jpg|https://hifi-freaks.no/quad-elite-pre.html|"in stock"|Quad|new|9999.0000
quad-artera-play|"QUAD Artera Play"|"<p><span style=""font-size: medium;"">Quad ga sitt team av designere og ingeni&oslash;rer en spesifikk oppgave med Artera: Kombiner de egenskapene som har gjort Quad til en av Storbritannias mest beundrede hi-fi-spillere i mange ti&aring;r med en frisk industriell design og de nyeste tekniske standardene.</span></p>
<p><span style=""font-size: medium;"">For denne oppgaven hentet Quad hjelp fra Rodney Mead, mannen som var ansvarlig for stylingen av mange klassiske Quad-produkter p&aring; 1970, 80- og 90-tallet.</span></p>
<p><span style=""font-size: medium;"">En stor brainstorming mellom ham og Quads designere resulterte i en markant, men diskr&eacute; CD/CA-forforsterker.</span></p>
<p><span style=""font-size: medium;"">&nbsp;</span></p>
<p><span style=""font-size: medium;"">Rent estetisk kombinerer Artera Quad fortid med fremtid. Med et frontpanel i strukturert aluminium, tykt glass og CNC-freste kj&oslash;lespor p&aring; hver side. Skallet skriker av robusthet og er sv&aelig;rt godt bygd med tanke p&aring; &aring; isolere mot ytre vibrasjoner. Artera Play har ber&oslash;ringsf&oslash;lsomme knapper som bidrar til den elegante og rene designen.</span></p>
<p><span style=""font-size: medium;"">&nbsp;For CD-avspilling brukes en nyutviklet enhet som bufrer data fra disken f&oslash;r den sendes videre til DAC-en asynkront for &aring; minimere feil i tidsdomenet (&laquo;jitter&raquo;).</span></p>
<p><span style=""font-size: medium;"">&nbsp;</span></p>
<p><span style=""font-size: medium;""><strong>Filtre som passer til alle!</strong></span></p>
<p><span style=""font-size: medium;"">Fire digitale filtreringsalternativer gj&oslash;r at du kan skreddersy Arteras lyd med b&aring;de CD-plater og eksterne digitale kilder etter din egen smak og typen av kildemateriale.</span></p>
<p><span style=""font-size: medium;"">&nbsp;Artera Plays forforsterkerdel har balansert utgangstrinn i klasse A, USB-inngang, to koaksiale og to optiske digitale innganger, slik at du har nok for &aring; kunne h&aring;ndtere de fleste digitale kilder. Det finnes ogs&aring; to analoge RCA-innganger for mer tradisjonelle tilkoblinger.</span></p>
<p><span style=""font-size: medium;"">De analoge utgangene finnes b&aring;de i ubalansert RCA og balanserte XLR-utganger. 2 digitale utganger (koaksial/optisk) samt en 12 volts trigger. S&aring; det finnes et bredt utvalg av tilkoblingsmuligheter.</span></p>
<p><span style=""font-size: medium;"">&nbsp;</span></p>
<p><span style=""font-size: medium;""><strong>St&oslash;tte for Hi-Res</strong></span></p>
<p><span style=""font-size: medium;"">Til tross for enkelheten og respekten for historien, er begge Artera-produktene bygd med eksepsjonelt raffinerte komponenter. I hjertet av Artera Play banker en ESS Sabre32 (ES9018) &ndash; en 32-bits 8-kanals hybrid-DAC, som av mange anses &aring; v&aelig;re den beste D/A-omformeren som finnes for stereolyd. Den arbeider i 32 bits og opptil 384 KHz. Her finnes st&oslash;tte for de fleste lydformater og det finnes ogs&aring; DSD64/128/256-filer.</span></p>
<p><span style=""font-size: medium;"">Bruk av full analog/digital forforsterkerfunksjonalitet inneb&aelig;rer at Artera Play kan kobles direkte til en effektforsterker, og den perfekte partneren til dette vil v&aelig;re Artera Stereo.</span></p>"|https://hifi-freaks.no/media/catalog/product/a/r/artera-play_20150401154407_172.jpg|https://hifi-freaks.no/quad-artera-play.html|"in stock"|Quad|new|19995.0000
