"Product Name"|SKU|Category|"Category ID"|Price|"Product URL"|Manufacturer|"Manufacturer SKU"|Description|Image|"In Stock"|"Delivery Cost"|"Delivery Time"|"EAN or UPC"|"Retailer Message"|pc_isbn_prod
"TIBO SmartAMP"|tibo-smart-amp|"Stereo / Forsterkere"|5|2699.0000|https://hifi-freaks.no/tibo-smartamp.html|TIBO||"Ny, smart digital forsterker p&aring; 2 x 50 W med Wi-Fi og Bluetooth fra England.
Forsterkeren er utstyrt med en optisk digital inngang, slik at du enkelt kan koble til TV-en eller andre digitale kilder. Det finnes en utgang for aktiv subwoofer og de..."|https://hifi-freaks.no/media/catalog/product/t/i/tibosmartamp1.jpg|Ja|||||
"Densen B-130XS"|densen-b130-xs|"Stereo / Forsterkere"|5|22999.0000|https://hifi-freaks.no/densen-b-130xs.html|Densen||"Densen now introduces the B-130XS. The B-130XS in reality is a downscaled B-150PLUS using many of the same advanced solutions, that has made the B-150PLUS amplifier of the year, and editors choice in many countries.
Compared to the ""old"" B-130 and B-1..."|https://hifi-freaks.no/media/catalog/product/t/o/top_b130ny.jpg|Ja|||||
"QUAD S-1"|quad-s1|"Høyttaler / Kompakte høyttalere"|10|5399.0000|https://hifi-freaks.no/quad-s-1.html|Quad||"Quad har alltid v&aelig;rt stolte over &aring; kunne tilby en komplett l&oslash;sning for musikkelskere. Hver Wharfedale-komponent passer perfekt til hi-fi-systemets &oslash;vrige deler og er utformet med ett eneste m&aring;l &ndash; &aring; v&aelig;re..."|https://hifi-freaks.no/media/catalog/product/s/1/s1b.gif|Ja|||||
"Densen B-150XS"|densen-b150-xs|"Stereo / Forsterkere"|5|32999.0000|https://hifi-freaks.no/densen-b-150xs.html|Densen||"Den nye standarden for integrerte forsterkere fra Densen er kanskje den mest avanserte integrerte forsterkeren p&aring; markedet. Den er spekket med avanserte l&oslash;sninger, som alle deler m&aring;let om &aring; gi deg enda mer musikalitet og fleksi..."|https://hifi-freaks.no/media/catalog/product/d/e/densen_b-150-plus-xs.jpg|Ja|||||
"QUAD S-2"|quad-s2|"Høyttaler / Kompakte høyttalere"|10|5299.0000|https://hifi-freaks.no/quad-s-2.html|Quad||"Quad har alltid varit stolta &ouml;ver att kunna erbjuda en komplett l&ouml;sning f&ouml;r musik&auml;lskare. Varje Quad-komponent passar perfekt till hifi-systemets &ouml;vriga delar och &auml;r utformad med ett enda m&aring;l - att vara &lsquo;The Cl..."|https://hifi-freaks.no/media/catalog/product/s/2/s25.jpg|Ja|||||
"QUAD Z-1"|quad-z1|"Høyttaler / Kompakte høyttalere"|10|9299.0000|https://hifi-freaks.no/quad-z1.html|Quad||"QUAD lanserar stolt Z Serien, v&aring;rt nya flaggskeppssortiment av bandh&ouml;gtalare. Efter ett nytt grepp p&aring; banddiskant-design med en unik sandwichformation har man konstruerat en exceptionellt robust h&ouml;geffektsh&ouml;gtalare, men med d..."|https://hifi-freaks.no/media/catalog/product/z/1/z15.jpg|Ja|||||
"Densen B-175XS"|densen-b175-xs|"Stereo / Forsterkere"|5|64999.0000|https://hifi-freaks.no/densen-b-175xs.html|Densen||"Densen now launches the B-175XSXS Integrated Amplifier. The B-175XSXS is the most powerful integrated amplifier ever from Densen, but despite that contains a care for details and nuances that is stunning.&nbsp;From the first look on the B-175XSXS it is..."|https://hifi-freaks.no/media/catalog/product/d/e/densen_b-150-plus-xs_1.jpg|Ja|||||
"QUAD Z-2"|quad-z2|"Høyttaler / Kompakte høyttalere"|10|21490.0000|https://hifi-freaks.no/quad-z2.html|Quad||"Det begynte med ...
... at QUAD allerede i 1949 (da all hi-fi fremdeles var mono) lanserte sin f&oslash;rste h&oslash;yttaler &ndash; The Corner Ribbon. Det var et prestisjeprodukt med en stor b&aring;ndmembran for toppen og en dynamisk enhet for bass..."|https://hifi-freaks.no/media/catalog/product/z/2/z2.jpg|Ja|||||
"Densen B-250XS"|densen-b250-xs|"Stereo / Forsterkere"|5|34999.0000|https://hifi-freaks.no/densen-b-250xs.html|Densen||"The reference preamplifier from Densen is perhaps the most advanced stereo preamp on the market. It is filled with advanced solutions, which all share one goal: giving you even more musicality.The volume is controlled by an extremely precise attenuator..."|https://hifi-freaks.no/media/catalog/product/d/e/densen_b-150-plus-xs_2.jpg|Ja|||||
"Densen B-275"|densen-b275|"Stereo / Forsterkere"|5|74999.0000|https://hifi-freaks.no/densen-b-275.html|Densen||"Densen now introduces the new top of the line preamplifier; the B-275. The B-275 may mark a landmark leap for Densen, but actually is a well proven design, having being used internally at Densen as reference for several years. Now when it has become co..."|https://hifi-freaks.no/media/catalog/product/b/-/b-275_2nrg_angle_fritlagt.jpg|Ja|||||
"Mission LX-2"|mission-lx-2|"Høyttaler / Kompakte høyttalere"|10|1549.0000|https://hifi-freaks.no/mission-lx-2.html|Mission||"Tradisjonen tro er Missions nye LX-2 kraftig, presis og dynamisk, og viktigst av alt: kul &aring; lytte til!
Uansett sjanger leverer disse sm&aring; h&oslash;yttalerne hver eneste tone med en entusiasme og sjel som man sjelden ser i denne prisklassen...."|https://hifi-freaks.no/media/catalog/product/l/x/lx28.jpg|Ja|||||
"Mission LX-1"|mission-lx-1|"Høyttaler / Kompakte høyttalere"|10|1399.0000|https://hifi-freaks.no/mission-lx-1.html|Mission||"H&oslash;yttalerne Mission LX-1 er blitt utformet med sine opprinnelige r&oslash;tter i tankene. Dette er mest merkbart i gjenopplivingen av Missions tradisjonelle driverkonfigurasjon, som plasserer diskanten under midten/bassen.
&nbsp;
Dette s&aelig..."|https://hifi-freaks.no/media/catalog/product/l/x/lx19.jpg|Ja|||||
"Wharfedale Diamond 11.1"|diamond111|"Høyttaler / Kompakte høyttalere"|10|3399.0000|https://hifi-freaks.no/wharfedale-diamond-11-1.html|Wharfedale||"Kommer snartest"|https://hifi-freaks.no/media/catalog/product/d/1/d11-1-9.png|Ja|||||
"Wharfedale Diamond 11.2"|diamond112|"Høyttaler / Kompakte høyttalere"|10|2599.0000|https://hifi-freaks.no/wharfedale-diamond-11-2.html|Wharfedale||"Crossover integration

While the drive units are the heart of a loudspeaker system, they would be nothing without the integration of a precisely derived crossover. Wharfedale’s engineers use a highly evolved virtual crossover software system to help ..."|https://hifi-freaks.no/media/catalog/product/d/1/d11-2-1.jpg|Ja|||||
"Wharfedale Diamond 11.0"|diamond110|"Høyttaler / Kompakte høyttalere"|10|1699.0000|https://hifi-freaks.no/wharfedale-diamond-11-0.html|Wharfedale||"Kommer snartest"|https://hifi-freaks.no/media/catalog/product/d/1/d11-0-6.jpg|Ja|||||
"Wharfedale Jade 1"|Jade1|"Høyttaler / Kompakte høyttalere"|10|6999.0000|https://hifi-freaks.no/wharfedale-jade-1.html|Wharfedale||"Wharfedale Jade 1 - H&ouml;gtalare till bokhylla
&nbsp;
Spara stort p&aring; dessa underbart utm&auml;rkta, anm&auml;rkningsv&auml;rt konstruerade, vackert f&auml;rdiga bokhyllestalare
&nbsp;
Den renhet som erbjuds av Wharfedale Jade 1 skiljer de a..."|https://hifi-freaks.no/media/catalog/product/j/a/jade16.jpg|Ja|||||
"Wharfedale Jade 3"|wharfedalejade3|"Høyttaler / Kompakte høyttalere"|10|8999.0000|https://hifi-freaks.no/wharfedale-jade-3.html|Wharfedale||"&nbsp;
Kompromissl&oslash;s lyd med en enorm besparelse: &laquo;Flawless&raquo; Wharfedale Jade 3 spilles med h&oslash;yfrekvenspresisjon, referansekalibreringsforlengelse og autoritative nedganger.
&nbsp;
Wharfedale Jade 3 har den eksepsjonelle h&o..."|https://hifi-freaks.no/media/catalog/product/j/a/jade33.jpg|Ja|||||
"Densen B-310+"|densen-b310|"Stereo / Forsterkere"|5|14800.0000|https://hifi-freaks.no/densen-b-310.html|Densen||"B-310PLUS er etterf&oslash;lgeren til den kritikerroste B-310. B-310PLUS leverer 2 x 80 W i 8 ohm og 2 x 160 W i 4 ohm.
Str&oslash;mforsyningen er massiv, med ikke mindre enn 90 000 uF, noe som gj&oslash;r at B-310PLUS kan styre selv de mest krevende ..."|https://hifi-freaks.no/media/catalog/product/b/3/b310plus-5.jpg|Ja|||||
"Densen B-410XS"|densen-b410|"Stereo / CD-spiller"|6|12999.0000|https://hifi-freaks.no/densen-b-410xs.html|Densen||"Den nya B-410XS &auml;r den nya CD-spelaren fr&aring;n Densen. Det &auml;r det f&ouml;rsta i en stark rad nya CD-spelare, som alla kombinerar CD-uppspelning med en ing&aring;ng som till&aring;ter att anv&auml;nda CD-spelaren som DAC.
&nbsp;
Densen ha..."|https://hifi-freaks.no/media/catalog/product/b/4/b410-4.jpg|Ja|||||
"Densen B-420XS"|densen-b420|"Stereo / CD-spiller"|6|17499.0000|https://hifi-freaks.no/densen-b-420xs.html|Densen||"B-420XS &auml;r den helt nya Densen-CD-spelaren, med digital ing&aring;ng, vilket g&ouml;r det m&ouml;jligt att fungera som DAC.
&nbsp;
B-420XS &auml;r i alla aspekter optimerad f&ouml;r perfekt prestanda. Signalen kommer fr&aring;n den kraftigt modi..."|https://hifi-freaks.no/media/catalog/product/b/4/b420-3.jpg|Ja|||||
"Densen B-440XS"|densen-b-440|"Stereo / CD-spiller"|6|19999.0000|https://hifi-freaks.no/densen-b-440.html|Densen||"B-440XS kan betraktas som den naturliga progressionen av den prisbel&ouml;nta Densen B-440 + &aring;tminstone prisv&auml;rd, men &auml;r faktiskt mer &auml;n en efterf&ouml;ljare och h&ouml;jer kvaliteten p&aring; CD-uppspelningen v&auml;sentligt.
&nb..."|https://hifi-freaks.no/media/catalog/product/b/4/b440-3.jpg|Ja|||||
"Densen B-320+"|densen-b320|"Stereo / Forsterkere"|5|22000.0000|https://hifi-freaks.no/densen-b-320.html|Densen||"B-320PLUS er etterf&oslash;lgeren til den kritikerroste B-320 og er bygd direkte p&aring; B-320. B-320 var Densens mest solgte forsterker noensinne. N&aring; er den blitt finjustert for &aring; levere en enda mer imponerende ytelse. B-320 inneholder et..."|https://hifi-freaks.no/media/catalog/product/b/3/b310plus-5_1.jpg|Ja|||||
"Densen B-330+"|densen-b330|"Stereo / Forsterkere"|5|32500.0000|https://hifi-freaks.no/densen-b-330.html|Densen||"B-330+ &auml;r en direkt nedstigning fr&aring;n toppen av linjen B-350 monoblock.
&nbsp;
B-350 monoblocken fungerar som den interna referensen hos Densen.
&nbsp;
I grund och botten &auml;r B-330+ en stereostyrd f&ouml;rst&auml;rkare baserad p&aring..."|https://hifi-freaks.no/media/catalog/product/b/3/b330-1.jpg|Ja|||||
"Densen B-475"|densen-b-475|"Stereo / CD-spiller"|6|56999.0000|https://hifi-freaks.no/densen-b-475.html|Densen||"B-475 &auml;r den naturliga utvecklingen av den nuvarande Densen-linjen och h&ouml;jer kvaliteten p&aring; CD-uppspelningen v&auml;sentligt.
&nbsp;
Densen har alltid haft en stark uppm&auml;rksamhet &aring;t kraven p&aring; sina produkter. Under &ari..."|https://hifi-freaks.no/media/catalog/product/s/e/set_no_bg_small.jpg|Ja|||||
"QUAD Elite CDX"|quad-elite-cdx|"Stereo / CD-spiller"|6|12999.0000|https://hifi-freaks.no/quad-elite-cdx.html|Quad||"Quad Elite CDX kombinerar en CD-spelare, DAC och Pre-amp i en enhet. Byggd kring samma Crystal 24bit / 192kHz DAC som finns i Quads flaggskepps Platinum DMP och integrerar en asynkron USB-ing&aring;ng i h&ouml;g grad, erbjuder CD-spelaren ett flexibelt..."|https://hifi-freaks.no/media/catalog/product/e/l/elite-cdx_20150330164430_41.jpg|Ja|||||
"QUAD Elite CDS"|quad-elite-cds|"Stereo / CD-spiller"|6|8499.0000|https://hifi-freaks.no/quad-elite-cds.html|Quad||"
Elite CDS ger h&ouml;gsta kvalitet och ljud, och erbjuder ytterligare f&ouml;rb&auml;ttringar fr&aring;n 99 CD-spelaren. Quad's Elite CDS betonar m&ouml;jligheten att l&auml;sa och noggrant avkoda skivor, f&ouml;r att skilja den fr&aring;n andra prod..."|https://hifi-freaks.no/media/catalog/product/e/l/elite-cds_20150330162658_37.jpg|Ja|||||
"Densen B-350+"|densen-b350|"Stereo / Forsterkere"|5|60000.0000|https://hifi-freaks.no/densen-b-350.html|Densen||"B-350+ er bygd ved hjelp av overflatemonterte teknikker, og komponentene er montert med en presisjon p&aring; 0,02 mm med s&oslash;lvlodd. Alle loddinger utf&oslash;res i en kunstig nitrogenatmosf&aelig;re for &aring; unng&aring; oksidasjon. Str&oslash..."|https://hifi-freaks.no/media/catalog/product/b/3/b350-1.jpg|Ja|||||
"Audiolab 8300CD "|8300cd|"Stereo / CD-spiller"|6|7799.0000|https://hifi-freaks.no/8300cd-black.html|Audiolab||"Med &auml;nnu st&ouml;rre flexibilitet &auml;n sin topprankade f&ouml;reg&aring;ngare &auml;r detta helt enkelt hi-fi CD-spelaren som kan anv&auml;ndas till mer &auml;n en schweizisk arm&eacute;kniv.F&ouml;reg&aring;ngaren var resultatet av John West L..."|https://hifi-freaks.no/media/catalog/product/8/3/8300cd5.jpg|Ja|||||
"Densen CastAMP"|densen-castamp|"Stereo / Forsterkere"|5|34999.0000|https://hifi-freaks.no/densen-castamp.html|Densen||"&nbsp;
Densen har i &aring;ratal arbetat med str&ouml;mmande l&ouml;sningar men ins&aring;g med tiden att den verkliga utmaningen inte &auml;r att g&ouml;ra WIFI-mottagaren, men f&ouml;r att vara s&auml;ker p&aring; att programvaran h&aring;ller sig u..."|https://hifi-freaks.no/media/catalog/product/c/a/castamp2.jpg|Ja|||||
"Audiolab MDAC Mini"|MDACmini|"Stereo / D/A-konverter"|7|3299.0000|https://hifi-freaks.no/audiolab-mdac-mini.html|Audiolab||"Sedan lanseringen av den ursprungliga M-DAC 2011 har Audiolabs sortiment av frist&aring;ende DACs f&aring;tt stor&nbsp;hyllning&nbsp;och en m&auml;ngd utm&auml;rkelser fr&aring;n respekterade ljudtidningar runt om i v&auml;rlden. F&ouml;rra &aring;rets..."|https://hifi-freaks.no/media/catalog/product/m/-/m-dac-mini_20170504205026_600.jpg|Ja|||||
"Quad S-4"|quad-s4|"Høyttaler / Gulvhøyttalere"|11|8499.0000|https://hifi-freaks.no/quad-s-4.html|Quad||"Quad har alltid varit stolta &ouml;ver att kunna erbjuda en komplett l&ouml;sning f&ouml;r musik&auml;lskare. Varje Quad-komponent passar perfekt till hifi-systemets &ouml;vriga delar och &auml;r utformad med ett enda m&aring;l - att vara &lsquo;The Cl..."|https://hifi-freaks.no/media/catalog/product/s/4/s411.jpg|Ja|||||
"Audiolab MDAC"|audiolab-mdac|"Stereo / D/A-konverter"|7|5599.0000|https://hifi-freaks.no/audiolab-mdac.html|Audiolab||"Vinnaren av 4 ""What Hi-Fi? Ljud och Vision"" utm&auml;rkelser i rad, det &auml;r ingen hemlighet att Audiolab M-DAC &auml;r en av de b&auml;sta n&aring;gonsin ljudande DAC som n&aring;gonsin gjorts.
&nbsp;
Vid sidan om USB-ing&aring;ngen med asynkron ..."|https://hifi-freaks.no/media/catalog/product/m/-/m-dac_20150330114106_136.jpg|Ja|||||
"Audiolab MDAC+"|audiolab-mdac-plus|"Stereo / D/A-konverter"|7|6999.0000|https://hifi-freaks.no/audiolab-mdac-262.html|Audiolab||"Den nya M-DAC + &auml;r en h&ouml;gpresterande multiljuds DAC f&ouml;r hemmet, utformad f&ouml;r att st&aring; p&aring; ett bord eller anslutas till ett befintligt Hi-Fi-system.
Den best&aring;r av fantastiskt bra komponenter och kan fungera som klass..."|https://hifi-freaks.no/media/catalog/product/m/-/m-dac_20160118161115_517.jpg|Ja|||||
"Quad S-5"|quad-s5|"Høyttaler / Gulvhøyttalere"|11|15999.0000|https://hifi-freaks.no/quad-s-5.html|Quad||"Quad har alltid varit stolta &ouml;ver att kunna leverera en komplett l&ouml;sning f&ouml;r musik&auml;lskare. Varje Quad-komponent passar perfekt med hifi-anl&auml;ggningens &ouml;vriga delar och &auml;r utformad med ett enda m&aring;l - att vara &lsq..."|https://hifi-freaks.no/media/catalog/product/s/5/s5.jpg|Ja|||||
"Quad Z-3"|quad-z3|"Høyttaler / Gulvhøyttalere"|11|34990.0000|https://hifi-freaks.no/quad-z-3.html|Quad||"QUAD lanserar nu Z-serien - en ny serie av h&ouml;gtalare med banddiskanter.
En ny typ av banddiskanter med sandwichmembran har utvecklats f&ouml;r att vara b&aring;de robusta och ha den fina detaljeringen som banden &auml;r s&aring; k&auml;nda f&ouml..."|https://hifi-freaks.no/media/catalog/product/z/3/z34.jpg|Ja|||||
"Quad Z-4"|quad-z4|"Høyttaler / Gulvhøyttalere"|11|19999.0000|https://hifi-freaks.no/quad-z-4.html|Quad||"Det begynte med ...
... at QUAD allerede i 1949 (da all hi-fi fremdeles var mono) lanserte sin f&oslash;rste h&oslash;yttaler &ndash; The Corner Ribbon. Det var et prestisjeprodukt med en stor b&aring;ndmembran for toppen og en dynamisk enhet for bass..."|https://hifi-freaks.no/media/catalog/product/z/4/z44.jpg|Ja|||||
